clientnum,total_relationship_count,total_revolving_bal,total_amt_chng_q4_q1,total_trans_amt,total_ct_chng_q4_q1,total_trans_ct
757053408,3,1970,0.828,3578,0.689,76
757044033,3,1021,0.516,3968,0.781,57
757024233,3,2152,0.679,2555,0.676,62
756989583,4,0,0.637,4418,0.659,68
756944133,1,2168,0.662,4452,0.894,89
756919683,6,1294,0.924,4339,0.686,86
756736008,3,1471,0.871,4450,0.771,62
756727233,3,1190,0.5,4895,0.784,66
756691608,5,780,0.658,4816,0.588,81
756658083,3,2018,0.904,17350,0.62,115
756639708,1,992,1.139,15958,0.687,113
756629133,3,0,0.734,2088,0.682,37
756624183,6,2024,0.929,3507,0.568,69
756598833,6,1204,0.817,5389,0.826,84
756571983,6,1103,0.942,4951,0.932,85
756488883,6,1619,0.656,2040,0.711,65
756477333,4,0,0.944,4793,0.614,71
756458508,5,930,0.903,3309,1.03,67
756409758,4,2076,0.543,1433,1,38
756397458,6,0,1.005,3170,0.842,70
756383283,3,2517,0.72,4170,0.739,80
756371058,1,1006,0.782,15315,0.851,124
756306183,2,2517,0.803,4897,1.088,71
756065433,5,1597,0.777,2560,0.314,46
756025233,5,1014,0.688,2437,0.467,44
756013833,3,1861,0.957,1806,0.727,38
755996583,5,0,0.823,2574,0.654,43
755959683,5,2281,0.518,1296,0.348,31
755953308,6,2207,0.866,1194,0.765,30
755943033,4,1176,0.612,2450,0.857,52
755661933,5,671,0.736,2434,0.406,45
755615208,5,1822,0.947,4084,0.571,66
755593983,6,0,1.032,3873,0.674,72
755467683,6,482,0.814,2403,0.615,42
755437533,3,1273,0.735,5005,0.674,77
755420433,2,1417,0.383,1068,0.818,20
755399433,6,926,0.622,4549,0.659,68
755365233,5,1581,0.838,3948,0.846,96
755305683,5,0,0.713,15163,0.746,124
755273658,3,1683,0.75,2055,0.636,54
755262933,5,0,0.77,1446,0.81,38
755247108,4,0,0.631,4731,0.822,82
755220783,5,1167,0.549,3576,0.791,77
755212608,4,0,1.061,5468,0.775,71
754968033,4,1224,0.815,4899,0.812,87
754897008,2,1418,0.612,1319,0.368,26
754886958,4,1672,0.696,1391,0.625,39
754872333,3,0,0.82,4740,0.796,88
754851783,4,2218,0.802,4423,0.667,90
754671558,6,1958,0.611,2073,0.714,48
754654383,4,1393,1.12,1577,0.522,35
754599558,5,2002,0.828,3825,0.707,70
754564308,3,2126,0.748,3601,0.65,66
754480233,5,0,0.798,4742,0.824,62
754457883,4,0,0.998,1876,1.059,35
754443033,6,432,0.807,9045,1,72
754282908,3,844,0.838,2022,0.686,59
753856008,6,1495,0.791,3597,0.684,64
753795633,5,2517,0.699,2327,0.81,38
753642933,3,1365,0.648,4293,0.976,83
753606108,3,0,0.503,1093,0.833,22
753534633,4,0,0.9,3148,0.824,62
753443583,5,0,0.663,3992,0.553,73
753365883,3,0,0.864,2298,0.452,45
753327333,4,1291,0.653,1028,1.625,21
753233733,3,1290,0.718,3781,0.906,61
753226158,6,1853,0.963,1826,1.059,35
753220383,2,0,0.778,8302,0.902,78
753208833,5,1320,0.658,3967,0.69,71
753118533,6,986,0.865,4686,0.667,75
753094533,3,0,0.496,3531,0.738,73
752952108,6,1818,0.711,1473,1.176,37
752944533,4,1269,0.646,5067,0.725,88
752766783,5,2074,0.549,4106,0.723,81
752666508,4,1347,0.801,1005,1,22
752648883,6,1366,0.964,4842,0.5,69
752604633,2,0,0.856,761,0.214,17
752573508,3,1867,0.656,3718,0.756,72
752199183,6,0,0.844,4923,0.648,89
752085108,3,1157,0.896,1824,0.727,38
751974258,2,0,0.779,7345,0.55,93
751607058,4,0,0.812,4413,0.75,77
751563933,3,2451,0.637,7242,0.508,95
751518633,5,2517,0.553,2260,0.786,50
751487358,5,0,0.678,1765,0.6,40
751469808,5,1945,0.659,1606,0.941,33
751450008,3,1390,0.593,1720,0.556,42
751422258,6,0,0.748,3317,0.821,71
751381458,3,775,0.543,3814,0.8,72
751350558,3,0,0.669,4770,0.7,85
751283658,4,1316,0.704,4306,1.086,73
751227183,3,1539,0.777,2283,0.889,51
751166508,3,2293,0.799,14287,0.754,114
751155783,2,1868,0.688,15005,0.761,118
751150233,3,0,0.644,4459,0.477,65
751143858,2,2421,0.701,4636,0.82,91
751076058,4,0,0.689,3756,0.921,73
750995508,1,1046,0.313,1679,0.318,29
750690258,2,1995,0.62,8220,0.635,103
750147483,6,2517,0.723,5320,0.771,62
749722908,3,1346,0.639,4054,0.7,68
749571633,4,1336,0.944,4262,1.027,75
749211483,4,1905,0.906,4932,0.914,67
749067633,3,0,0.797,4015,0.51,77
748827033,5,0,0.841,4780,0.615,84
748617858,4,1704,0.903,2968,0.806,65
748503708,6,1627,0.413,1566,0.714,36
748326258,4,1632,1.509,1483,0.519,41
748194633,5,1251,0.879,4555,0.727,76
747885858,5,2048,0.92,14571,0.655,91
747551658,5,1371,0.691,15930,0.836,123
747208083,3,1501,1.043,4344,1.194,68
747107508,4,1947,0.816,4269,0.76,88
747074058,1,1637,0.699,4758,0.5,81
746453583,2,1395,0.528,4498,0.7,85
745853283,3,0,0.899,5198,1.083,75
745435533,6,2517,0.78,3104,0.75,70
745124658,5,1579,0.924,4838,0.707,70
744764433,5,817,0.378,1473,0.522,35
744705408,5,1172,0.825,4241,0.968,61
744483633,4,0,1.624,2753,1.087,48
744307008,4,0,0.619,3890,0.644,74
744231708,3,788,0.677,4166,0.868,71
743912958,3,1103,0.757,4080,0.625,65
743800833,2,1144,0.772,4505,1.179,85
743590608,6,950,0.866,4233,0.775,71
743420208,2,1882,0.833,13816,0.891,121
743265108,5,827,1.085,2477,1.042,49
742865883,4,2517,1.052,5290,0.816,69
742778358,3,1229,0.497,4014,0.568,69
742572558,5,1165,0.832,4905,0.822,82
742552683,6,688,0.976,4208,0.72,86
741778458,3,1550,0.656,3406,1.478,57
741517458,2,2517,0.31,1874,0.739,40
741344808,4,2057,1.399,2905,0.969,63
741116058,5,1399,0.559,2144,0.909,42
740852733,4,1805,0.673,1685,0.815,49
740784258,4,1088,0.683,4191,0.525,90
740065833,1,2517,0.8,8526,0.661,93
739828308,5,1743,0.766,3906,0.659,68
739692933,4,2517,1.235,1638,0.519,41
739594758,6,2517,0.595,818,0.455,16
739317558,4,2369,0.662,4899,0.867,84
739117233,3,1530,0.673,2126,0.657,58
739021908,3,0,0.693,13222,0.931,112
738899658,6,2517,0.736,2468,0.536,43
738749733,4,1814,0.472,1390,0.25,30
738627708,5,0,0.551,1838,0.556,42
738406533,3,2020,2.357,1719,1.7,27
738195708,6,1225,0.641,3608,0.514,56
738062658,2,1762,0.409,4231,0.55,62
737986083,4,2049,0.719,3139,0.636,54
737982408,4,1608,0.728,2501,0.528,55
737971833,6,1553,1.156,2503,0.667,40
737967708,5,938,0.601,4087,0.911,86
737962608,4,2517,0.672,4550,0.857,78
737952333,3,0,0.631,3435,0.585,65
737944908,4,1463,0.635,1599,0.565,36
737933883,3,2149,0.722,2042,0.69,49
737925558,3,1893,0.585,1439,0.355,42
737921733,3,1604,0.476,1581,0.417,34
737052258,6,2517,0.674,4525,0.537,63
736893108,2,0,0.613,4196,0.891,87
736786908,2,2517,0.767,6984,0.545,85
736552308,3,672,0.655,3291,0.757,65
736145283,6,0,0.698,3591,0.788,59
735825258,4,1643,0.724,15467,0.623,112
735565158,6,1180,0.52,1582,0.652,38
735417408,4,1266,0.709,1941,0.568,58
735008958,6,1253,0.743,1703,0.71,53
734924658,5,792,0.873,4123,0.489,67
734909358,4,1244,0.667,4354,0.927,79
721538883,4,0,0.716,4449,0.723,81
721537683,3,1342,0.577,4002,0.763,67
721532583,5,2165,0.641,1995,0.696,39
721531683,3,0,0.563,4076,0.688,81
721530633,1,1329,0.864,15209,0.891,104
721529583,6,2413,0.797,3532,0.674,72
721527858,3,1735,0.855,2343,0.355,42
721525758,2,1229,0.784,4928,0.638,77
721524858,1,1829,0.557,13139,0.789,102
721523658,4,772,0.979,3699,0.878,77
721522533,6,1143,0.824,4311,0.591,70
721519908,1,1419,0.749,13306,0.678,99
721517208,4,1967,0.589,1263,0.611,29
721514883,5,1147,0.799,4657,0.696,78
721513833,6,1504,0.775,2808,0.6,72
721511883,6,0,0.685,4981,0.975,79
721509558,3,1707,0.816,1678,0.538,40
721508283,4,0,0.86,3700,1,62
721506708,4,2517,0.751,3988,0.789,68
721505358,3,2214,1.036,4682,0.841,81
721502958,5,1919,0.56,1406,0.24,31
721501308,6,918,0.957,4410,0.591,70
721500108,5,0,0.959,4402,0.833,55
721498008,5,0,0.978,3966,0.781,57
721495458,2,0,0.742,8094,0.6,96
721493883,5,0,1.135,3313,0.769,69
721491258,3,2517,0.511,1417,0.667,30
721488858,1,871,0.911,14381,0.862,121
721486908,1,2076,0.759,7710,0.875,75
721485708,6,1806,0.35,1220,0.333,36
721484283,4,2517,0.733,4985,1,84
721483158,4,0,0.589,4512,0.756,72
721480158,3,910,0.66,2370,0.467,44
721479108,1,0,0.71,3332,0.882,64
721475133,6,829,0.669,2768,0.628,70
721473783,3,604,0.987,4614,0.974,75
721469433,5,1390,1.205,1784,0.944,35
721468533,1,1412,0.643,7470,0.783,82
721467258,3,1135,0.707,1541,0.833,33
721464783,3,1540,0.937,2094,0.958,47
721462458,3,1179,0.671,3784,0.683,69
721461258,5,1671,0.923,4399,0.692,88
721460283,5,915,0.533,2144,0.545,51
721459008,4,1168,0.662,14885,0.629,101
721455558,1,1859,0.752,14713,0.677,104
721451208,2,0,0.602,1980,0.8,36
721449408,6,2029,0.634,4763,0.762,74
721448283,3,1536,0.712,2579,0.469,47
721445658,3,1677,0.769,8162,0.589,89
721444758,1,2216,0.826,4980,0.857,78
721443408,6,676,0.814,3508,0.871,58
721440633,5,897,0.778,4387,0.511,71
721438233,6,1761,0.879,15580,0.739,120
721437333,2,2517,0.605,2027,0.393,39
721434483,4,1256,1.132,2631,0.774,55
721433283,3,1117,0.515,1447,0.696,39
721428333,4,541,0.958,3609,0.604,77
721427358,6,0,0.507,2108,0.516,47
721426383,4,261,0.775,2424,0.6,40
721425558,2,0,0.788,1536,0.423,37
721424583,4,900,0.873,4237,0.9,76
721418133,6,972,0.685,4535,0.745,82
721417233,3,0,0.676,709,0.421,27
721415658,3,2220,1.595,2901,1.36,59
721412208,4,904,0.761,3887,0.837,79
721410858,1,1334,0.694,4512,0.765,90
721409358,3,733,0.826,4547,0.973,73
721406658,6,0,0.683,2479,0.536,43
721402233,2,1507,0.594,15615,0.736,125
721399833,3,1008,0.879,4736,0.83,86
721398858,5,0,0.901,4160,0.9,76
721397808,5,1176,1.184,1564,0.708,41
721396758,3,606,0.692,5062,0.818,80
721395633,5,994,0.737,15063,0.662,108
721393083,5,577,0.85,5035,1.37,64
721388283,3,0,0.596,4844,0.871,58
721387008,3,1783,0.479,4792,0.643,69
721385433,3,1201,0.372,1662,0.625,39
721384308,4,2323,1.123,4763,0.593,86
721382208,2,2517,0.801,13677,0.821,122
721379433,6,0,0.695,1227,0.5,24
721378008,6,1461,0.775,2718,0.775,71
721375308,5,1351,0.759,1289,0.727,19
721374033,2,1115,0.624,4341,0.643,69
721366308,4,2060,0.729,3702,0.829,64
721365033,3,0,0.857,2095,0.536,43
721361433,6,1785,1.014,4469,0.812,87
721359183,4,1537,0.79,4390,1,76
721351983,5,2517,0.6,2510,0.621,47
721350783,6,2006,0.779,1569,0.773,39
721349883,3,2082,0.787,3672,0.553,59
721347408,4,1403,0.886,1456,0.444,39
721344858,4,451,0.837,2192,0.44,36
721342383,6,0,1.078,1860,0.85,37
721338783,3,2517,0.733,3427,0.6,72
721335558,1,1686,0.753,7544,0.629,101
721333233,4,1727,0.693,1612,1.438,39
721332033,4,892,0.565,4411,0.763,67
721325133,6,0,0.559,4503,0.674,77
721321383,3,1148,0.872,4418,0.818,80
721317333,4,1828,0.814,4759,0.744,75
721316358,5,632,0.379,4086,0.771,62
721315233,3,1192,0.646,3780,0.667,70
721313808,6,1741,0.669,4488,0.825,73
721311333,3,1590,1.274,2413,0.708,41
721310283,6,933,0.946,1804,0.6,32
721308033,3,2517,0.882,2609,0.615,42
721306908,4,540,0.57,3440,0.704,46
721305408,4,0,0.58,4761,0.884,81
721304133,4,1578,0.84,1855,1.042,49
721301733,6,733,0.987,1580,0.667,45
721299483,2,1304,0.491,4168,0.868,71
721295658,6,2517,0.945,3975,0.537,63
721294533,1,738,0.719,15143,0.635,121
721290708,1,1816,0.978,15554,0.678,99
721288158,4,2300,0.716,2529,0.578,71
721287183,5,0,1.004,4863,0.706,87
721284258,4,2517,0.545,1636,0.56,39
721282908,3,0,0.742,3971,0.667,60
721279083,5,1177,0.939,1840,0.606,53
721276383,6,1216,0.691,3843,1,66
721274208,4,2104,0.648,2408,0.583,38
721273008,6,1252,0.489,1739,0.226,38
721269108,5,1249,0.605,4504,0.706,87
721268133,5,2109,0.993,3495,0.795,70
721265883,3,1514,0.607,2510,0.294,44
721264533,1,1106,0.944,15578,0.826,126
721258158,3,1491,0.651,2429,0.75,63
721256808,6,1935,0.681,4365,0.911,86
721254858,6,1074,0.78,3857,0.75,70
721253508,6,2356,0.791,4754,0.68,84
721252683,4,1501,0.813,3368,0.641,64
721250358,3,1478,0.664,1266,0.571,22
721249158,2,0,0.718,708,0.4,14
721247883,4,922,0.635,3621,0.886,83
721246833,6,1089,0.859,4636,0.707,70
721243083,1,2408,0.796,1187,0.6,40
721241583,5,1205,0.514,2935,0.935,60
721238508,3,1484,0.576,4790,0.75,77
721236408,5,2517,0.813,1655,0.577,41
721234308,6,1815,1.132,2820,0.879,62
721233033,1,464,0.242,1474,0.091,36
721232058,6,977,0.893,1215,0.714,36
721228308,5,0,0.718,2182,0.429,40
721227258,2,1991,0.718,7520,0.681,79
721225083,1,1511,0.674,7680,0.508,89
721222833,3,944,0.872,4798,1.147,73
721221783,6,2013,0.478,3546,0.548,65
721220583,3,1176,0.735,17390,0.688,130
721218408,6,1713,0.773,1924,0.317,54
721217283,6,1354,0.558,2094,0.333,36
721213833,4,1423,0.987,3780,0.923,75
721212258,2,1946,0.904,7403,0.544,88
721211433,2,0,0.758,13784,0.588,108
721210158,3,1232,0.731,14740,0.759,102
721207908,5,0,0.605,4655,0.638,95
721205508,3,0,0.678,1848,0.514,56
721202058,4,785,0.838,4160,0.649,61
721194858,6,2472,0.69,1725,0.622,60
721190358,2,2517,0.769,7640,0.564,86
721189008,4,0,0.543,4578,0.811,67
721188033,2,2239,0.922,16171,0.778,112
721183983,6,1013,0.575,1222,0.85,37
721181883,4,0,0.907,4710,0.667,75
721179708,4,0,0.433,4422,0.407,76
721178583,2,0,0.906,1096,0.526,29
721175283,3,1410,0.925,4489,0.706,58
721174008,4,2170,0.377,4495,0.674,77
721173183,2,1876,0.795,4984,0.667,85
721171008,2,1520,0.724,15028,0.746,124
721169883,1,1945,1.035,16161,0.787,109
721167783,1,2465,0.788,4272,1.029,69
721165608,3,0,0.651,3969,0.902,78
721164483,2,642,0.563,4894,0.826,84
721163133,6,0,0.542,3948,0.538,60
721158108,3,0,0.394,3982,0.532,72
721156758,1,603,0.792,13360,0.968,124
721154208,3,2081,0.644,4933,0.661,103
721150833,6,1942,0.749,3028,0.583,76
721148358,6,0,0.646,1348,0.286,27
721147383,4,1740,0.901,4087,0.841,81
721145433,3,1523,0.765,16237,0.753,128
721144383,5,843,0.637,1629,0.727,38
721143258,6,798,0.703,4804,0.535,66
721139808,1,1081,0.619,3889,0.86,80
721137558,1,894,0.461,2011,0.273,42
721132233,2,1769,0.759,1217,1.143,30
721129383,3,2517,0.696,2361,0.826,42
721126833,5,0,0.312,2038,0.625,39
721124658,4,0,0.5,2625,0.5,63
721122258,5,1030,0.863,4377,0.879,62
721121283,4,1280,0.718,4289,0.841,81
721120008,6,1377,0.6,1555,0.706,29
721117533,3,1418,0.505,1415,0.406,45
721115733,5,894,0.786,3698,1.026,79
721114458,1,585,0.802,14319,0.655,96
721113333,1,0,0.811,4751,0.86,93
721112508,2,0,0.686,4834,0.667,80
721111233,6,800,0.954,4853,0.848,85
721109358,6,0,0.781,4162,0.812,87
721107258,2,1967,0.644,14192,0.667,115
721106133,3,1789,0.867,5104,0.783,82
721104708,1,1966,0.91,3033,0.708,41
721096983,4,2517,1.158,2616,1.3,46
721093608,5,0,0.921,4548,0.641,64
721092783,6,1290,0.59,3982,0.581,68
721091583,3,1879,0.788,1298,1.5,15
721086483,3,2517,0.84,13563,0.732,97
721084833,5,2018,0.55,1682,0.95,39
721083258,5,1638,0.681,2064,0.917,46
721080183,2,0,0.724,4613,1,82
721074183,4,1196,0.712,1111,1,24
721072908,6,1346,0.697,5102,0.643,69
721067658,6,642,0.705,4051,0.761,81
721063533,1,2058,0.622,7289,0.705,75
721062408,4,1597,0.689,1294,0.529,26
721060083,1,1889,0.661,4653,0.614,71
721059033,4,774,0.965,1505,0.737,33
721057758,4,0,1.337,1449,1.455,27
721055058,4,2517,1.631,2599,0.917,46
721053633,2,1425,0.716,8904,0.656,101
721051908,3,0,0.463,1393,0.455,32
721049658,6,0,0.598,1687,0.59,62
721045608,6,2131,0.597,4554,0.562,75
721044333,5,761,0.797,4905,0.75,91
721043058,5,2149,0.801,1700,1.5,35
721041483,1,2517,0.426,2032,0.444,39
721039308,4,850,0.926,4400,1.088,71
721038408,4,0,0.736,1741,0.654,43
721036233,4,1567,1.451,1836,0.75,42
721033908,6,1053,0.926,4552,0.745,82
721032633,5,1999,0.724,2590,0.667,50
721029858,2,1458,0.712,8215,0.535,109
721028283,4,1160,0.463,3353,0.593,86
721027083,6,1862,0.589,3543,0.812,87
721026033,4,1258,1.156,2673,0.87,43
721023708,3,0,0.667,2142,0.378,62
721022433,5,2480,0.435,1409,0.167,35
721020858,2,1959,0.622,4220,0.61,66
721017333,4,2002,0.825,4606,0.804,83
721014858,4,2022,0.537,1479,0.217,28
721012983,6,1417,0.738,3528,0.743,61
721011858,6,0,0.854,3913,0.5,78
721008933,1,1995,0.668,7535,0.673,87
721006458,2,1471,0.933,14557,0.652,114
721005108,3,1384,0.66,14994,0.733,104
721004133,6,538,0.675,4093,0.659,73
721003008,3,2517,0.378,856,0.059,18
721001883,3,1618,0.75,3357,0.88,47
721000833,1,0,0.738,13324,0.594,110
720998358,3,1043,0.562,1489,0.357,38
720997383,2,1833,0.723,829,0.7,17
720995583,3,1754,0.712,15054,0.833,110
720992883,4,1863,0.77,4805,0.949,76
720991833,4,2090,0.842,2603,0.606,53
720990183,5,0,0.907,965,0.529,26
720989133,2,1093,0.65,4596,0.822,82
720988083,3,1080,0.802,4425,0.717,79
720986958,6,2517,1.743,2293,0.8,36
720983733,2,864,0.578,2136,0.8,54
720980958,1,909,0.832,4797,0.851,87
720977358,3,1689,0.514,4269,0.857,78
720973833,5,0,0.93,2872,0.722,62
720971358,5,1491,0.679,14838,0.642,110
720968583,3,2095,1.1,3226,0.853,63
720967233,4,2517,0.793,4901,0.913,88
720964683,5,0,0.81,3477,0.622,60
720963258,3,0,0.735,2675,0.48,37
720962208,2,2250,0.969,4659,0.6,48
720961383,2,0,0.82,2907,0.875,60
720959058,5,2417,0.644,4412,0.861,67
720953658,5,914,1.099,1824,1.038,53
720952608,6,1505,0.788,4396,0.659,68
720950283,3,0,0.551,2064,0.853,63
720949083,5,2517,0.922,3534,0.71,53
720943308,1,1990,0.839,16202,0.791,120
720942333,4,0,0.612,2043,1,52
720941433,3,0,0.845,2312,0.303,43
720939933,5,0,1.031,4684,0.556,56
720935658,2,1744,0.614,7709,0.561,89
720933408,3,1825,0.589,4798,0.712,89
720930633,5,0,0.868,2341,0.37,37
720927183,3,0,0.884,4536,0.723,81
720924633,4,0,0.984,4397,0.553,73
720923658,5,954,0.6,1570,0.452,45
720921408,6,1544,0.919,3760,0.683,69
720920058,3,1212,1.254,2935,0.879,62
720917808,5,950,0.764,2623,1.114,74
720916683,4,1811,0.754,1465,0.476,31
720914358,3,1333,0.631,4894,0.647,84
720909408,4,1665,0.627,2337,0.564,61
720906033,5,1176,1.12,2987,0.857,52
720905133,1,1095,0.773,2439,0.8,45
720904233,3,560,0.963,1158,1.067,31
720903258,2,0,1.033,4801,0.382,47
720902133,4,0,0.481,1025,0.667,35
720899883,6,0,0.736,3770,0.864,82
720899058,6,2517,0.745,13604,0.731,116
720897783,6,2010,0.594,2776,0.735,59
720895533,6,1056,0.986,4885,1.053,78
720893958,1,999,0.786,4215,1.12,53
720892833,5,1123,0.853,4199,0.595,67
720891633,6,0,1.047,4805,0.639,59
720887058,1,0,0.655,4753,0.812,87
720885558,5,2426,0.727,4885,1.114,74
720879708,3,1308,0.679,2853,0.73,64
720877083,6,1354,0.893,3323,0.833,66
720874983,1,0,0.814,8736,0.702,97
720872433,5,0,0.897,2867,0.556,42
720871383,5,1996,1.589,2366,0.69,49
720868683,5,1343,0.491,1814,0.37,37
720867708,1,1103,0.739,2335,0.708,41
720865383,4,1852,0.483,4437,1,50
720863133,5,2517,0.507,1855,0.773,39
720859533,2,2379,0.769,8426,0.544,105
720854358,4,2130,0.371,2026,0.441,49
720853158,6,1607,0.932,4576,0.591,70
720852108,2,1553,0.798,16695,0.681,116
720849708,3,2517,0.709,7042,0.635,85
720848733,4,1230,0.688,1815,0.435,33
720846558,6,0,0.665,2512,0.324,45
720844008,6,1747,0.924,5216,0.891,87
720841533,3,0,0.617,14723,0.655,96
720840108,5,2103,0.559,3753,0.875,60
720837708,1,2517,0.493,5103,0.679,94
720836808,4,1147,1.023,2260,1.125,68
720835308,6,0,0.702,4389,0.636,72
720831783,3,888,0.661,4708,0.558,81
720827133,1,463,0.889,8132,0.6,64
720824883,3,2517,0.739,2483,0.471,50
720823458,2,1907,0.797,4658,0.889,85
720819858,1,2517,0.618,8210,0.754,100
720818658,3,0,0.679,4594,0.72,86
720817533,4,1264,0.986,15559,0.717,91
720815208,5,216,0.556,2395,0.306,47
720814233,4,1261,0.484,1485,0.462,38
720812433,6,0,0.696,1693,1.056,37
720810783,2,1692,0.791,2310,0.72,43
720809358,1,2317,0.854,7776,0.782,98
720807183,3,916,0.721,3281,0.8,63
720802833,3,1198,0.501,2692,0.5,63
720801033,3,2517,0.37,1347,0.421,27
720799608,5,1720,0.491,1621,0.391,32
720795858,3,0,0.985,3456,0.636,72
720789933,2,680,0.708,5027,0.64,82
720788883,1,2209,0.98,15886,0.662,118
720786033,5,1206,0.958,2489,0.9,38
720784833,3,1243,0.4,1884,0.303,43
720783558,2,2216,0.524,4937,0.553,73
720782658,4,1749,0.733,5079,0.905,80
720781158,4,1243,0.497,3829,0.396,74
720779733,3,1355,0.685,1747,0.581,49
720778458,6,1542,0.684,4960,0.565,97
720777558,6,1713,0.732,4519,0.795,79
720776508,4,0,1.224,4248,0.857,65
720774183,6,1959,0.618,4300,0.683,69
720771933,5,0,0.829,4434,0.568,69
720770883,5,0,0.76,2249,0.564,61
720769533,4,682,0.713,4427,1.172,63
720768258,5,2147,0.503,4724,0.737,66
720766908,2,0,0.694,2814,0.321,37
720761208,2,357,0.798,2496,0.64,41
720758808,5,0,0.566,1995,0.929,54
720756708,6,1549,1.321,1878,1.143,30
720755658,6,0,0.745,4172,0.75,70
720753183,4,2035,1.004,4247,0.854,76
720748608,1,0,0.843,7672,0.737,66
720747633,3,1471,0.844,1931,0.371,48
720746208,6,2077,0.378,1356,0.435,33
720742083,4,2425,0.816,2431,0.394,46
720739083,5,0,0.865,2716,0.703,63
720736608,2,2181,0.795,14109,0.878,92
720735408,1,1643,0.706,8514,0.73,109
720734583,1,1561,0.894,5039,0.745,82
720731808,2,0,0.912,3068,0.656,53
720730683,5,730,0.837,4997,0.615,84
720729108,1,1080,0.84,5373,0.776,87
720728133,4,0,0.849,4180,0.919,71
720725883,5,1503,0.704,4177,0.659,68
720725058,1,0,0.45,1375,0.65,33
720724008,4,2356,0.718,3717,0.675,67
720719883,3,0,0.806,2535,0.618,55
720718908,5,1961,0.641,1958,1.05,41
720717108,6,1210,0.972,3647,0.686,59
720714933,4,2517,0.625,1323,0.923,25
720712533,2,761,0.716,7499,0.571,88
720711483,5,2517,0.854,2608,0.731,45
720708183,5,1242,0.725,4758,0.456,83
720707283,5,866,0.869,1777,0.75,42
720706008,5,1977,0.664,2679,0.605,69
720700008,1,2238,0.625,4686,0.761,81
720698883,2,0,1.054,5524,0.718,67
720697908,3,1843,0.681,1673,0.526,58
720696558,5,1311,0.6,4485,0.771,85
720695583,6,1787,0.648,3432,0.75,70
720693033,1,168,0.447,741,0.429,10
720690933,5,1584,0.809,4279,0.718,67
720689583,1,1747,0.769,5657,0.517,91
720688158,3,0,0.741,2751,0.659,68
720686583,5,0,0.531,4487,0.431,73
720683958,6,0,0.742,4077,0.763,67
720682308,5,892,0.782,4770,0.596,83
720680058,6,1663,0.664,1145,0.423,37
720677733,6,1002,1.345,2579,0.7,68
720676158,6,1994,0.919,5223,0.712,89
720674133,5,2027,0.79,1672,0.655,48
720673008,3,812,0.548,1771,0.516,47
720670458,3,1560,0.894,3496,0.871,58
720668358,3,997,0.776,1776,0.565,36
720667383,5,2213,0.695,4684,0.8,81
720666333,6,0,0.75,1897,0.393,39
720662508,6,1529,1.356,1972,0.52,38
720660558,4,2100,0.988,4770,0.712,89
720659283,5,1847,0.67,1910,0.593,43
720656883,3,501,0.653,4600,0.683,69
720655833,2,0,1.058,4955,0.806,56
720654183,2,1307,0.462,2152,0.438,46
720650208,3,2005,0.996,1561,1,26
720648483,4,1115,0.62,1821,0.514,53
720644883,3,1867,0.73,5104,0.851,87
720642633,6,1686,0.699,3837,0.667,65
720639783,4,0,0.682,2562,0.722,62
720638283,4,1731,0.644,4568,0.93,83
720637008,6,1426,0.966,3210,0.733,52
720635883,6,1500,0.688,2902,0.818,60
720634683,5,0,0.737,2456,0.452,45
720633558,3,995,0.743,14786,0.656,101
720626058,4,934,0.681,1768,0.576,52
720621408,2,0,0.724,14326,0.786,100
720620058,4,1746,0.807,1959,0.724,50
720618033,1,0,0.638,14829,0.8,90
720616908,5,0,0.452,3918,1.094,67
720615708,6,0,0.814,1232,0.684,32
720614658,6,0,0.49,3879,0.583,95
720612333,6,0,0.772,2697,0.731,45
720611058,4,0,0.69,1550,0.621,47
