clientnum,customer_age,gender,education_level,marital_status,income_category
713438358,41,F,Graduate,Married,Unknown
713440833,61,F,Graduate,Single,Less than $40K
713441958,46,M,High School,Married,$120K +
713442933,49,M,Unknown,Married,$40K - $60K
713444058,45,M,Unknown,Divorced,$40K - $60K
713445183,35,M,High School,Married,$60K - $80K
713446083,49,F,Uneducated,Unknown,Unknown
713447583,48,F,High School,Single,$40K - $60K
713451408,47,M,High School,Divorced,$60K - $80K
713452533,35,F,Graduate,Single,Less than $40K
713453733,45,F,Uneducated,Single,$40K - $60K
713455233,48,M,Graduate,Married,$80K - $120K
713456583,45,M,High School,Married,$80K - $120K
713460258,45,F,Doctorate,Married,$40K - $60K
713461533,54,M,Graduate,Single,$80K - $120K
713462508,55,F,Graduate,Married,Unknown
713463708,40,F,Graduate,Single,Less than $40K
713464983,45,F,Graduate,Unknown,$40K - $60K
713466033,39,F,Graduate,Divorced,Less than $40K
713469333,40,M,High School,Single,$80K - $120K
713474733,51,M,Graduate,Single,$80K - $120K
713475633,40,M,Unknown,Single,$120K +
713476758,44,M,Unknown,Married,$60K - $80K
713480583,46,F,High School,Married,Unknown
713482608,47,M,College,Married,$40K - $60K
713484483,36,F,Uneducated,Single,Unknown
713486583,41,M,Graduate,Married,$60K - $80K
713487633,44,M,Post-Graduate,Married,$80K - $120K
713489358,52,F,Graduate,Married,Less than $40K
713490483,61,M,Uneducated,Single,$80K - $120K
713492583,34,F,Graduate,Married,Less than $40K
713497983,49,M,High School,Single,$60K - $80K
713499408,49,M,Unknown,Married,Less than $40K
713503983,55,F,College,Married,$40K - $60K
713508333,43,F,College,Unknown,Less than $40K
713509908,48,F,Graduate,Married,Unknown
713511108,61,M,Uneducated,Married,$40K - $60K
713512308,50,F,Graduate,Single,Less than $40K
713514633,59,M,Graduate,Single,$60K - $80K
713516433,36,F,College,Single,Less than $40K
713519508,47,M,High School,Divorced,$60K - $80K
713520858,53,F,College,Single,Less than $40K
713522058,39,F,College,Married,Less than $40K
713526258,47,M,Uneducated,Single,$120K +
713529858,29,M,Graduate,Divorced,$40K - $60K
713530833,58,M,Graduate,Married,$40K - $60K
713531808,38,F,Doctorate,Married,Less than $40K
713532858,42,M,Doctorate,Unknown,$80K - $120K
713533983,56,M,Graduate,Married,$120K +
713535033,44,M,High School,Married,$80K - $120K
713536158,65,M,College,Married,Less than $40K
713537733,46,M,Doctorate,Unknown,$60K - $80K
713539833,48,F,High School,Single,$40K - $60K
713541033,39,F,College,Single,Less than $40K
713542008,48,F,High School,Unknown,Less than $40K
713542908,31,M,Graduate,Single,Less than $40K
713546883,47,M,Graduate,Divorced,$60K - $80K
713548158,26,M,College,Single,$40K - $60K
713550483,45,M,Graduate,Unknown,$60K - $80K
713552958,43,M,Graduate,Unknown,$60K - $80K
713555133,56,F,High School,Unknown,Less than $40K
713556033,36,F,Graduate,Married,Less than $40K
713557533,34,M,High School,Single,$40K - $60K
713560758,54,F,Uneducated,Married,Less than $40K
713563383,50,F,Unknown,Single,Less than $40K
713564208,34,F,Graduate,Unknown,Less than $40K
713567958,54,F,College,Single,Less than $40K
713569158,43,F,High School,Single,$40K - $60K
713571258,45,M,Unknown,Single,$60K - $80K
713572683,44,M,High School,Unknown,$60K - $80K
713573508,41,M,Graduate,Unknown,$40K - $60K
713574708,39,M,College,Single,$40K - $60K
713577483,47,M,Unknown,Married,$80K - $120K
713578608,58,M,Doctorate,Single,Less than $40K
713579733,36,M,College,Single,$60K - $80K
713580633,46,M,Graduate,Married,$40K - $60K
713583408,51,F,Graduate,Single,$40K - $60K
713585958,48,F,College,Married,Less than $40K
713586858,40,M,Uneducated,Divorced,$80K - $120K
713588958,40,F,Unknown,Single,Less than $40K
713590158,41,M,Graduate,Single,$60K - $80K
713591283,36,F,Uneducated,Married,Unknown
713592408,43,F,High School,Married,Less than $40K
713593683,43,F,Graduate,Married,$40K - $60K
713594883,44,F,Uneducated,Single,Unknown
713597658,36,F,Uneducated,Single,Less than $40K
713600958,50,M,Unknown,Married,$120K +
713605908,49,M,Graduate,Married,$120K +
713607108,46,F,College,Divorced,Less than $40K
713608383,54,F,Unknown,Married,Less than $40K
713610033,47,M,Post-Graduate,Single,$60K - $80K
713610933,40,F,Uneducated,Married,Less than $40K
713613258,46,M,High School,Single,$80K - $120K
713617608,43,M,Unknown,Married,$120K +
713620308,46,F,High School,Married,Less than $40K
713625483,58,M,College,Married,$80K - $120K
713629533,35,F,Uneducated,Married,Less than $40K
713630733,34,F,Graduate,Single,Less than $40K
713632983,43,M,High School,Married,$80K - $120K
713634108,45,F,Graduate,Single,Unknown
713637783,44,F,Graduate,Married,Unknown
713639058,49,M,High School,Married,$60K - $80K
713639958,46,F,Graduate,Divorced,Less than $40K
713641233,44,F,High School,Single,Unknown
713642133,45,M,Unknown,Married,$40K - $60K
713643858,53,F,College,Married,$40K - $60K
713644758,49,M,Graduate,Single,$120K +
713645883,37,F,High School,Single,Less than $40K
713647083,53,F,Uneducated,Single,Unknown
713648208,40,F,Graduate,Unknown,$40K - $60K
713650683,65,F,Graduate,Married,Less than $40K
713652783,30,F,Unknown,Single,Less than $40K
713653983,39,M,Uneducated,Single,$60K - $80K
713655108,60,F,Graduate,Single,Less than $40K
713656308,56,F,High School,Married,Less than $40K
713657733,47,M,Unknown,Single,$60K - $80K
713661933,44,F,College,Married,Less than $40K
713663508,58,M,High School,Unknown,$40K - $60K
713664258,56,M,Unknown,Single,$40K - $60K
713666058,46,F,College,Divorced,$40K - $60K
713668158,31,F,Uneducated,Single,Unknown
713670333,60,M,Unknown,Single,Less than $40K
713671158,46,M,Uneducated,Single,$120K +
713672208,50,M,Doctorate,Divorced,$60K - $80K
713675658,36,F,High School,Single,Unknown
713677158,31,F,Graduate,Divorced,Unknown
713679633,41,F,Graduate,Married,Less than $40K
713681433,50,F,High School,Divorced,Unknown
713682708,45,M,College,Divorced,$40K - $60K
713685033,44,F,Graduate,Married,Less than $40K
713686008,38,M,Graduate,Single,$60K - $80K
713687508,59,M,Doctorate,Single,$60K - $80K
713688933,42,F,Unknown,Married,Less than $40K
713691633,29,M,Post-Graduate,Married,Less than $40K
713692683,41,M,Uneducated,Married,$60K - $80K
713693958,38,F,Uneducated,Single,Less than $40K
713695158,51,F,Uneducated,Divorced,Less than $40K
713696808,46,F,High School,Married,Less than $40K
713697933,47,M,Uneducated,Single,$80K - $120K
713700258,55,F,Post-Graduate,Married,Unknown
713701533,51,M,Unknown,Married,$80K - $120K
713705358,37,M,Graduate,Single,$60K - $80K
713706258,52,F,Unknown,Single,Less than $40K
713708358,33,F,Unknown,Single,$40K - $60K
713709258,43,M,Post-Graduate,Single,$40K - $60K
713710383,43,M,High School,Unknown,$80K - $120K
713713983,42,F,Graduate,Single,Less than $40K
713717283,40,F,Unknown,Single,$40K - $60K
713718558,46,M,Graduate,Married,$40K - $60K
713722608,48,F,Unknown,Divorced,Less than $40K
713723433,52,F,High School,Single,Less than $40K
713725683,36,F,College,Single,Less than $40K
713726958,40,F,Doctorate,Married,Less than $40K
713730108,48,M,Post-Graduate,Divorced,$60K - $80K
713730933,53,F,Graduate,Married,Less than $40K
713732883,38,F,Uneducated,Single,Less than $40K
713733633,27,M,High School,Divorced,$60K - $80K
713734758,35,F,Graduate,Married,Unknown
713735508,35,M,Uneducated,Married,$80K - $120K
713736333,41,F,Uneducated,Married,$40K - $60K
713738883,57,F,Uneducated,Married,Less than $40K
713739708,61,M,High School,Single,$60K - $80K
713740533,41,M,Graduate,Single,$60K - $80K
713741358,46,M,Graduate,Single,$80K - $120K
713743158,47,M,Graduate,Married,$60K - $80K
713744058,41,F,High School,Married,Less than $40K
713745783,29,F,Post-Graduate,Single,Unknown
713746608,48,F,High School,Married,Unknown
713747733,55,M,High School,Married,$40K - $60K
713748708,46,F,Graduate,Single,Less than $40K
713750583,55,F,College,Unknown,Less than $40K
713755458,50,M,Unknown,Unknown,$80K - $120K
713756508,46,M,Graduate,Divorced,Less than $40K
713757633,65,F,Unknown,Married,$40K - $60K
713758758,48,M,High School,Married,Less than $40K
713759583,54,F,High School,Married,Less than $40K
713761608,44,M,Graduate,Divorced,$60K - $80K
713763633,54,F,Graduate,Married,Unknown
713764458,53,M,Graduate,Single,$120K +
713766183,49,M,Uneducated,Single,$80K - $120K
713767383,32,F,High School,Married,$40K - $60K
713768358,45,M,Graduate,Single,$40K - $60K
713769258,36,M,College,Married,$120K +
713770383,29,F,Uneducated,Divorced,Less than $40K
713772333,45,F,Unknown,Divorced,Less than $40K
713773458,52,M,High School,Single,$60K - $80K
713777883,46,F,Graduate,Divorced,Unknown
713779908,46,F,Doctorate,Single,Unknown
713782608,46,F,Graduate,Single,$40K - $60K
713784558,59,F,Graduate,Single,$40K - $60K
713785608,49,F,Doctorate,Single,Less than $40K
713786508,42,F,Unknown,Married,$40K - $60K
713787333,46,M,High School,Single,Less than $40K
713788083,28,F,Graduate,Single,Less than $40K
713789883,50,F,High School,Married,$40K - $60K
713790708,38,M,Uneducated,Married,$60K - $80K
713792583,52,F,Graduate,Single,Unknown
713796033,47,M,Graduate,Married,$40K - $60K
713798958,38,F,Unknown,Single,Less than $40K
713800158,58,M,High School,Married,$80K - $120K
713803158,41,M,High School,Single,$60K - $80K
713804058,45,F,College,Married,Less than $40K
713804883,46,F,Post-Graduate,Single,Less than $40K
713808633,31,F,Uneducated,Divorced,Less than $40K
713809833,42,F,Graduate,Unknown,Unknown
713810658,44,M,Graduate,Married,$60K - $80K
713814408,39,M,Uneducated,Single,$80K - $120K
713815383,53,M,High School,Single,$80K - $120K
713818158,50,M,Doctorate,Single,$80K - $120K
713819283,51,M,Uneducated,Married,$80K - $120K
713822208,42,M,High School,Single,$60K - $80K
713823033,31,F,Unknown,Married,Unknown
713824983,43,F,High School,Married,Less than $40K
713826183,41,M,High School,Unknown,$40K - $60K
713827383,65,F,High School,Married,Less than $40K
713828208,47,M,Uneducated,Unknown,$60K - $80K
713830233,47,F,High School,Married,$40K - $60K
713833233,49,M,Uneducated,Married,$80K - $120K
713834358,36,F,Post-Graduate,Married,Less than $40K
713835258,53,M,Unknown,Married,$120K +
713837058,48,M,College,Single,Less than $40K
713843283,41,F,Unknown,Married,Unknown
713845083,41,F,High School,Single,Less than $40K
713847858,49,F,Graduate,Divorced,Less than $40K
713850783,56,F,College,Married,Unknown
713852958,51,F,Graduate,Single,Unknown
713853858,41,M,Unknown,Married,$80K - $120K
713854608,62,M,Uneducated,Married,$60K - $80K
713856708,48,M,High School,Married,$80K - $120K
713857758,53,F,Graduate,Married,Unknown
713858733,61,F,Post-Graduate,Married,$40K - $60K
713861733,50,M,Graduate,Divorced,$80K - $120K
713865333,45,F,Uneducated,Married,Less than $40K
713866308,45,M,Unknown,Single,$60K - $80K
713868033,53,M,College,Married,$80K - $120K
713869083,56,M,High School,Married,$80K - $120K
713870958,56,F,Uneducated,Single,Unknown
713872008,49,F,High School,Married,Less than $40K
713872833,54,F,Graduate,Single,$40K - $60K
713873658,45,M,High School,Single,$120K +
713876958,32,F,Unknown,Single,Unknown
713879283,55,F,Graduate,Married,Less than $40K
713880633,53,M,Unknown,Single,$60K - $80K
713884458,51,M,High School,Single,$80K - $120K
713886333,47,M,High School,Married,$60K - $80K
713889933,59,M,Graduate,Single,$40K - $60K
713891133,41,F,Unknown,Single,Less than $40K
713893308,45,M,Graduate,Divorced,$60K - $80K
713894358,51,M,Post-Graduate,Unknown,$80K - $120K
713895633,56,F,High School,Unknown,$40K - $60K
713896533,42,M,High School,Single,$60K - $80K
713899383,56,F,Graduate,Single,Less than $40K
713901108,37,M,High School,Single,$60K - $80K
713902983,42,F,High School,Married,Less than $40K
713904708,40,F,Graduate,Married,Less than $40K
713905608,56,F,Unknown,Single,Less than $40K
713906508,42,F,Unknown,Single,Less than $40K
713907633,43,M,College,Unknown,$60K - $80K
713908683,51,M,Unknown,Single,$80K - $120K
713910108,38,M,Graduate,Married,$80K - $120K
713911233,47,F,Doctorate,Single,$40K - $60K
713914683,44,F,Graduate,Single,$40K - $60K
713916708,53,M,Graduate,Single,$120K +
713918358,31,F,Uneducated,Divorced,Unknown
713919183,50,M,Unknown,Married,$80K - $120K
713920158,41,F,Uneducated,Unknown,Unknown
713921058,55,F,High School,Married,Less than $40K
713922183,52,M,Uneducated,Single,$120K +
713923233,46,M,High School,Married,$80K - $120K
713924283,61,M,Graduate,Single,$60K - $80K
713926308,35,F,Uneducated,Single,Less than $40K
713927283,39,F,Graduate,Single,Unknown
713929533,36,F,College,Married,Less than $40K
713930433,57,M,Uneducated,Unknown,$80K - $120K
713931258,56,F,Graduate,Married,Less than $40K
713933658,56,F,Graduate,Single,Less than $40K
713934633,40,F,Uneducated,Divorced,Less than $40K
713935533,44,M,Graduate,Single,$40K - $60K
713936583,54,M,Graduate,Married,$60K - $80K
713937558,54,F,High School,Married,$40K - $60K
713940033,47,F,Graduate,Single,Less than $40K
713941158,47,F,High School,Unknown,Less than $40K
713943783,41,M,Post-Graduate,Married,$60K - $80K
713944833,46,M,Uneducated,Single,$60K - $80K
713945883,62,F,Graduate,Married,Less than $40K
713947908,33,M,High School,Married,$80K - $120K
713948808,55,M,High School,Single,$60K - $80K
713949858,39,F,Doctorate,Married,Less than $40K
713952558,53,F,Doctorate,Single,Unknown
713953383,50,M,Post-Graduate,Single,$60K - $80K
713956308,65,F,Graduate,Married,Less than $40K
713957283,42,F,Uneducated,Married,Less than $40K
713962233,55,F,Graduate,Married,Less than $40K
713964858,51,M,Graduate,Divorced,$120K +
713965683,35,M,Post-Graduate,Married,$80K - $120K
713967783,62,F,Unknown,Married,Unknown
713971608,49,M,Uneducated,Married,Less than $40K
713972658,56,F,Graduate,Married,Unknown
713974533,52,F,Post-Graduate,Single,Less than $40K
713975433,32,F,High School,Divorced,Less than $40K
713976258,51,F,Graduate,Single,Less than $40K
713977308,62,M,Graduate,Single,$120K +
713980383,49,F,Graduate,Single,Unknown
713981283,52,F,Graduate,Married,Less than $40K
713982108,51,M,Graduate,Married,$80K - $120K
713983308,60,M,Post-Graduate,Married,$60K - $80K
713984208,52,M,Graduate,Married,$40K - $60K
713985183,46,F,Graduate,Single,Less than $40K
713986908,50,F,High School,Married,Unknown
713987808,43,F,College,Single,Less than $40K
713989233,61,M,Post-Graduate,Married,Unknown
713992158,57,F,Unknown,Married,Less than $40K
713993208,37,F,Doctorate,Married,Less than $40K
713994108,40,M,High School,Married,$60K - $80K
713995233,38,F,High School,Married,Less than $40K
713996283,32,F,Post-Graduate,Single,Less than $40K
713997183,34,F,Unknown,Single,Less than $40K
713998233,37,F,High School,Single,Less than $40K
714000108,40,F,College,Divorced,Unknown
714001008,56,M,Uneducated,Divorced,$120K +
714002658,49,M,Unknown,Married,$120K +
714003483,37,M,Doctorate,Unknown,$60K - $80K
714005508,45,F,Graduate,Married,Unknown
714006333,42,F,Graduate,Married,Less than $40K
714010383,47,F,Uneducated,Single,Unknown
714011358,38,M,Graduate,Divorced,$80K - $120K
714012258,44,F,College,Single,Less than $40K
714013083,63,F,Graduate,Married,$40K - $60K
714013983,37,F,Post-Graduate,Married,Less than $40K
714014733,33,M,College,Single,$80K - $120K
714019083,40,F,Graduate,Married,Less than $40K
714021183,54,M,Graduate,Single,$80K - $120K
714022833,42,F,Graduate,Single,$40K - $60K
714023808,42,F,Graduate,Married,Unknown
714024858,36,M,High School,Married,$80K - $120K
714028083,36,F,Unknown,Single,Unknown
714030183,59,M,Graduate,Single,$80K - $120K
714031083,46,F,Graduate,Unknown,Unknown
714031983,41,F,High School,Single,Less than $40K
714032883,45,M,College,Unknown,$40K - $60K
714034158,46,F,Unknown,Married,Less than $40K
714035283,56,F,Post-Graduate,Married,Less than $40K
714036258,47,F,Unknown,Single,Less than $40K
714037308,54,M,High School,Married,$60K - $80K
714038433,37,F,High School,Single,$40K - $60K
714041283,50,F,Graduate,Single,Unknown
714042108,59,M,Uneducated,Single,$40K - $60K
714043008,37,M,High School,Single,$40K - $60K
714043833,37,F,Graduate,Single,Less than $40K
714045783,37,F,Graduate,Married,$40K - $60K
714046608,49,M,Doctorate,Married,$60K - $80K
714047733,53,F,Graduate,Single,$40K - $60K
714048783,57,M,High School,Single,$80K - $120K
714051033,55,F,Graduate,Married,Less than $40K
714052158,49,M,High School,Married,$120K +
714053358,37,M,High School,Single,$40K - $60K
714054408,50,M,College,Unknown,$60K - $80K
714058308,43,F,Uneducated,Single,Less than $40K
714060408,57,F,High School,Single,Unknown
714062958,36,M,Unknown,Single,$40K - $60K
714064908,57,F,Graduate,Single,Less than $40K
714069858,53,M,Graduate,Married,$60K - $80K
714070758,49,M,High School,Single,$80K - $120K
714073983,47,M,Unknown,Single,$40K - $60K
714074808,58,F,High School,Married,Less than $40K
714075708,48,M,Uneducated,Divorced,$80K - $120K
714076683,29,F,College,Married,Less than $40K
714077583,43,M,Post-Graduate,Married,$40K - $60K
714078558,62,F,High School,Married,$40K - $60K
714080433,40,F,College,Married,$40K - $60K
714081558,33,F,Graduate,Married,Unknown
714082308,39,M,High School,Single,$80K - $120K
714083208,47,F,College,Married,Less than $40K
714084483,49,F,Uneducated,Single,Unknown
714086133,47,F,Uneducated,Single,Less than $40K
714087258,49,F,Uneducated,Divorced,Less than $40K
714089658,41,M,Graduate,Single,$60K - $80K
714091983,42,M,High School,Single,$60K - $80K
714093108,58,F,High School,Single,$40K - $60K
714097683,55,F,Graduate,Married,$40K - $60K
714098883,45,F,Graduate,Single,$40K - $60K
714100008,47,F,College,Married,Less than $40K
714102183,50,M,Uneducated,Single,$120K +
714103083,47,M,College,Married,$40K - $60K
714103908,54,F,Doctorate,Single,Less than $40K
714106833,57,F,Graduate,Unknown,Less than $40K
714107958,45,M,Graduate,Single,$40K - $60K
714109308,46,M,College,Single,$80K - $120K
